dataset,model,rmse,rank
pmlb/1028_SWD,RF,0.785704,2
pmlb/1028_SWD,GBM,0.784908,1
pmlb/1028_SWD,MLP,0.798779,6
pmlb/1028_SWD,FIGS_mini,0.805813,8
pmlb/1028_SWD,FIGS_large,0.789555,3
pmlb/1028_SWD,RuleFit,0.818640,12
pmlb/1028_SWD,HSTree_mini,0.829304,13
pmlb/1028_SWD,HSTree_large,0.798450,5
pmlb/1028_SWD,TreeGAM,0.891276,15
pmlb/1029_LEV,PyGAM,0.715125,5
pmlb/1029_LEV,DT_mini,0.812829,14
pmlb/1029_LEV,DT_large,0.765185,12
pmlb/1029_LEV,OLS,0.712676,3
pmlb/1029_LEV,LassoCV,0.712556,2
pmlb/1029_LEV,RidgeCV,0.712073,1
pmlb/1029_LEV,RF,0.730984,9
pmlb/1029_LEV,GBM,0.718917,7
pmlb/1029_LEV,MLP,0.714825,4
pmlb/1029_LEV,FIGS_mini,0.744305,10
pmlb/1029_LEV,FIGS_large,0.717258,6
pmlb/1029_LEV,RuleFit,0.730124,8
pmlb/1029_LEV,HSTree_mini,0.810150,13
pmlb/1029_LEV,HSTree_large,0.761625,11
pmlb/1029_LEV,TreeGAM,0.837473,15
pmlb/1030_ERA,PyGAM,0.815581,6
pmlb/1030_ERA,DT_mini,0.837160,13
pmlb/1030_ERA,DT_large,0.816910,8
pmlb/1030_ERA,OLS,0.808339,2
pmlb/1030_ERA,LassoCV,0.808425,4
pmlb/1030_ERA,RidgeCV,0.808370,3
pmlb/1030_ERA,RF,0.811911,5
pmlb/1030_ERA,GBM,0.815968,7
pmlb/1030_ERA,MLP,0.806530,1
pmlb/1030_ERA,FIGS_mini,0.831024,11
pmlb/1030_ERA,FIGS_large,0.822820,10
pmlb/1030_ERA,RuleFit,0.832883,12
pmlb/1030_ERA,HSTree_mini,0.837160,14
pmlb/1030_ERA,HSTree_large,0.821592,9
pmlb/1030_ERA,TreeGAM,0.914030,15
pmlb/1191_BNG_pbc,PyGAM,0.862047,2
pmlb/1191_BNG_pbc,DT_mini,0.929181,11
pmlb/1191_BNG_pbc,DT_large,0.930181,12
pmlb/1191_BNG_pbc,OLS,0.870524,4
pmlb/1191_BNG_pbc,LassoCV,0.924760,10
pmlb/1191_BNG_pbc,RidgeCV,0.871396,5
pmlb/1191_BNG_pbc,RF,0.869216,3
pmlb/1191_BNG_pbc,GBM,0.860402,1
pmlb/1191_BNG_pbc,MLP,2.834234,15
pmlb/1191_BNG_pbc,FIGS_mini,0.918014,8
pmlb/1191_BNG_pbc,FIGS_large,0.942724,13
pmlb/1191_BNG_pbc,RuleFit,0.871873,6
pmlb/1191_BNG_pbc,HSTree_mini,0.921734,9
pmlb/1191_BNG_pbc,HSTree_large,0.901627,7
pmlb/1191_BNG_pbc,TreeGAM,0.956104,14
pmlb/1193_BNG_lowbwt,PyGAM,0.662464,3
pmlb/1193_BNG_lowbwt,DT_mini,0.670626,9
pmlb/1193_BNG_lowbwt,DT_large,0.687092,13
pmlb/1193_BNG_lowbwt,OLS,0.670820,10
pmlb/1193_BNG_lowbwt,LassoCV,0.670610,8
pmlb/1193_BNG_lowbwt,RidgeCV,0.670887,11
pmlb/1193_BNG_lowbwt,RF,0.660360,2
pmlb/1193_BNG_lowbwt,GBM,0.665525,4
pmlb/1193_BNG_lowbwt,MLP,0.671479,12
pmlb/1193_BNG_lowbwt,FIGS_mini,0.665872,5
pmlb/1193_BNG_lowbwt,FIGS_large,0.698200,14
pmlb/1193_BNG_lowbwt,RuleFit,0.660247,1
pmlb/1193_BNG_lowbwt,HSTree_mini,0.669669,7
pmlb/1193_BNG_lowbwt,HSTree_large,0.668142,6
pmlb/1193_BNG_lowbwt,TreeGAM,0.922694,15
pmlb/1199_BNG_echoMonths,PyGAM,0.746425,4
pmlb/1199_BNG_echoMonths,DT_mini,0.771996,12
pmlb/1199_BNG_echoMonths,DT_large,0.806700,14
pmlb/1199_BNG_echoMonths,OLS,0.745226,3
pmlb/1199_BNG_echoMonths,LassoCV,0.744498,1
pmlb/1199_BNG_echoMonths,RidgeCV,0.744894,2
pmlb/1199_BNG_echoMonths,RF,0.753821,8
pmlb/1199_BNG_echoMonths,GBM,0.753559,7
pmlb/1199_BNG_echoMonths,MLP,0.751409,6
pmlb/1199_BNG_echoMonths,FIGS_mini,0.763507,10
pmlb/1199_BNG_echoMonths,FIGS_large,0.797306,13
pmlb/1199_BNG_echoMonths,RuleFit,0.750700,5
pmlb/1199_BNG_echoMonths,HSTree_mini,0.762011,9
pmlb/1199_BNG_echoMonths,HSTree_large,0.764153,11
pmlb/1199_BNG_echoMonths,TreeGAM,0.913932,15
pmlb/1201_BNG_breastTumor,PyGAM,0.946619,1
pmlb/1201_BNG_breastTumor,DT_mini,0.957695,5
pmlb/1201_BNG_breastTumor,DT_large,0.987525,14
pmlb/1201_BNG_breastTumor,OLS,0.979405,10
pmlb/1201_BNG_breastTumor,LassoCV,0.989234,15
pmlb/1201_BNG_breastTumor,RidgeCV,0.979533,11
pmlb/1201_BNG_breastTumor,RF,0.952681,4
pmlb/1201_BNG_breastTumor,GBM,0.952500,3
pmlb/1201_BNG_breastTumor,MLP,0.978552,9
pmlb/1201_BNG_breastTumor,FIGS_mini,0.948690,2
pmlb/1201_BNG_breastTumor,FIGS_large,0.980280,13
pmlb/1201_BNG_breastTumor,RuleFit,0.959659,6
pmlb/1201_BNG_breastTumor,HSTree_mini,0.966196,7
pmlb/1201_BNG_breastTumor,HSTree_large,0.966370,8
pmlb/1201_BNG_breastTumor,TreeGAM,0.980266,12
pmlb/1203_BNG_pwLinear,PyGAM,0.704947,11
pmlb/1203_BNG_pwLinear,DT_mini,0.681387,10
pmlb/1203_BNG_pwLinear,DT_large,0.678855,8
pmlb/1203_BNG_pwLinear,OLS,0.705672,12
pmlb/1203_BNG_pwLinear,LassoCV,0.705699,13
pmlb/1203_BNG_pwLinear,RidgeCV,0.705941,14
pmlb/1203_BNG_pwLinear,RF,0.661040,3
pmlb/1203_BNG_pwLinear,GBM,0.651384,1
pmlb/1203_BNG_pwLinear,MLP,0.675877,6
pmlb/1203_BNG_pwLinear,FIGS_mini,0.660677,2
pmlb/1203_BNG_pwLinear,FIGS_large,0.677869,7
pmlb/1203_BNG_pwLinear,RuleFit,0.662021,4
pmlb/1203_BNG_pwLinear,HSTree_mini,0.681066,9
pmlb/1203_BNG_pwLinear,HSTree_large,0.666267,5
pmlb/1203_BNG_pwLinear,TreeGAM,0.892630,15
pmlb/197_cpu_act,PyGAM,0.173718,2
pmlb/197_cpu_act,DT_mini,0.253144,9
pmlb/197_cpu_act,DT_large,0.226447,6
pmlb/197_cpu_act,OLS,0.565065,12
pmlb/197_cpu_act,LassoCV,0.742457,13
pmlb/197_cpu_act,RidgeCV,0.559656,11
pmlb/197_cpu_act,RF,0.199308,3
pmlb/197_cpu_act,GBM,0.158850,1
pmlb/197_cpu_act,MLP,912.810974,15
pmlb/197_cpu_act,FIGS_mini,0.239842,7
pmlb/197_cpu_act,FIGS_large,0.199590,4
pmlb/197_cpu_act,RuleFit,0.318561,10
pmlb/197_cpu_act,HSTree_mini,0.253052,8
pmlb/197_cpu_act,HSTree_large,0.224038,5
pmlb/197_cpu_act,TreeGAM,0.946709,14
pmlb/201_pol,PyGAM,0.632455,10
pmlb/201_pol,DT_mini,0.601657,9
pmlb/201_pol,DT_large,0.561172,6
pmlb/201_pol,OLS,0.817780,14
pmlb/201_pol,LassoCV,0.817751,12
pmlb/201_pol,RidgeCV,0.817775,13
pmlb/201_pol,RF,0.557768,5
pmlb/201_pol,GBM,0.521316,1
pmlb/201_pol,MLP,0.746443,11
pmlb/201_pol,FIGS_mini,0.583127,7
pmlb/201_pol,FIGS_large,0.553070,4
pmlb/201_pol,RuleFit,0.551699,3
pmlb/201_pol,HSTree_mini,0.600338,8
pmlb/201_pol,HSTree_large,0.549795,2
pmlb/201_pol,TreeGAM,0.820173,15
pmlb/210_cloud,PyGAM,0.274209,1
pmlb/210_cloud,DT_mini,0.574256,13
pmlb/210_cloud,DT_large,0.604440,14
pmlb/210_cloud,OLS,0.302598,4
pmlb/210_cloud,LassoCV,0.297391,3
pmlb/210_cloud,RidgeCV,0.302643,5
pmlb/210_cloud,RF,0.393746,6
pmlb/210_cloud,GBM,0.447321,8
pmlb/210_cloud,MLP,0.292690,2
pmlb/210_cloud,FIGS_mini,0.554005,12
pmlb/210_cloud,FIGS_large,0.498255,9
pmlb/210_cloud,RuleFit,0.447312,7
pmlb/210_cloud,HSTree_mini,0.524478,10
pmlb/210_cloud,HSTree_large,0.548092,11
pmlb/210_cloud,TreeGAM,0.939125,15
pmlb/215_2dplanes,PyGAM,0.540914,14
pmlb/215_2dplanes,DT_mini,0.426038,9
pmlb/215_2dplanes,DT_large,0.293198,6
pmlb/215_2dplanes,OLS,0.535259,12
pmlb/215_2dplanes,LassoCV,0.535068,11
pmlb/215_2dplanes,RidgeCV,0.535296,13
pmlb/215_2dplanes,RF,0.250394,4
pmlb/215_2dplanes,GBM,0.235261,1
pmlb/215_2dplanes,MLP,0.243816,3
pmlb/215_2dplanes,FIGS_mini,0.397537,8
pmlb/215_2dplanes,FIGS_large,0.243363,2
pmlb/215_2dplanes,RuleFit,0.262276,5
pmlb/215_2dplanes,HSTree_mini,0.426049,10
pmlb/215_2dplanes,HSTree_large,0.293207,7
pmlb/215_2dplanes,TreeGAM,0.819408,15
pmlb/218_house_8L,PyGAM,0.697595,2
pmlb/218_house_8L,DT_mini,0.762756,5
pmlb/218_house_8L,DT_large,0.786732,10
pmlb/218_house_8L,OLS,1.089536,14
pmlb/218_house_8L,LassoCV,1.087215,13
pmlb/218_house_8L,RidgeCV,0.854787,11
pmlb/218_house_8L,RF,0.704566,3
pmlb/218_house_8L,GBM,0.690860,1
pmlb/218_house_8L,MLP,1.410088,15
pmlb/218_house_8L,FIGS_mini,0.785629,9
pmlb/218_house_8L,FIGS_large,0.784108,7
pmlb/218_house_8L,RuleFit,0.784780,8
pmlb/218_house_8L,HSTree_mini,0.770780,6
pmlb/218_house_8L,HSTree_large,0.751358,4
pmlb/218_house_8L,TreeGAM,0.911602,12
pmlb/225_puma8NH,PyGAM,0.752715,11
pmlb/225_puma8NH,DT_mini,0.713115,10
pmlb/225_puma8NH,DT_large,0.671396,7
pmlb/225_puma8NH,OLS,0.781513,14
pmlb/225_puma8NH,LassoCV,0.781055,12
pmlb/225_puma8NH,RidgeCV,0.781400,13
pmlb/225_puma8NH,RF,0.617547,1
pmlb/225_puma8NH,GBM,0.618783,3
pmlb/225_puma8NH,MLP,0.617553,2
pmlb/225_puma8NH,FIGS_mini,0.695208,8
pmlb/225_puma8NH,FIGS_large,0.670046,6
pmlb/225_puma8NH,RuleFit,0.666590,5
pmlb/225_puma8NH,HSTree_mini,0.710840,9
pmlb/225_puma8NH,HSTree_large,0.659796,4
pmlb/225_puma8NH,TreeGAM,0.903109,15
pmlb/227_cpu_small,PyGAM,0.204787,2
pmlb/227_cpu_small,DT_mini,0.285635,9
pmlb/227_cpu_small,DT_large,0.244801,6
pmlb/227_cpu_small,OLS,0.611171,12
pmlb/227_cpu_small,LassoCV,0.742457,13
pmlb/227_cpu_small,RidgeCV,0.562913,11
pmlb/227_cpu_small,RF,0.218315,3
pmlb/227_cpu_small,GBM,0.187871,1
pmlb/227_cpu_small,MLP,724.021529,15
pmlb/227_cpu_small,FIGS_mini,0.251926,7
pmlb/227_cpu_small,FIGS_large,0.221763,4
pmlb/227_cpu_small,RuleFit,0.344653,10
pmlb/227_cpu_small,HSTree_mini,0.284538,8
pmlb/227_cpu_small,HSTree_large,0.243118,5
pmlb/227_cpu_small,TreeGAM,0.950553,14
pmlb/229_pwLinear,PyGAM,0.402434,9
pmlb/229_pwLinear,DT_mini,0.485672,14
pmlb/229_pwLinear,DT_large,0.483902,13
pmlb/229_pwLinear,OLS,0.397349,6
pmlb/229_pwLinear,LassoCV,0.390045,4
pmlb/229_pwLinear,RidgeCV,0.394616,5
pmlb/229_pwLinear,RF,0.374468,3
pmlb/229_pwLinear,GBM,0.354602,2
pmlb/229_pwLinear,MLP,0.400872,7
pmlb/229_pwLinear,FIGS_mini,0.401258,8
pmlb/229_pwLinear,FIGS_large,0.428879,10
pmlb/229_pwLinear,RuleFit,0.327694,1
pmlb/229_pwLinear,HSTree_mini,0.481541,12
pmlb/229_pwLinear,HSTree_large,0.469100,11
pmlb/229_pwLinear,TreeGAM,0.684023,15
